id,url,ja,zh_cn,zh_tw,en,translate,note,source
tags?c1=52,https://javdb521.com/tags?c1=52,Rape,强奸,強姦,Rape,强奸,,javdb
western?c1=25,https://javdb521.com/tags/western?c1=25,Redhead,红头发,紅頭髮,Redhead,紅頭髮,,javdb
tags?c7=189,https://javdb521.com/tags?c7=189,Reprinted Edition,,重印版,Reprinted Edition,重制版,,javdb
tags?c1=130,https://javdb521.com/tags?c1=130,Reserved Role,,倒追,Reserved Role,倒追,,javdb
western?c4=126,https://javdb521.com/tags/western?c4=126,Restaurant,餐厅,餐廳,Restaurant,餐廳,,javdb
tags?c6=93,https://javdb521.com/tags?c6=93,Restraint,,拘束,Restraint,拘束,,javdb
tags?c6=29,https://javdb521.com/tags?c6=29,Restraints,捆绑,捆綁,Restraints,捆绑,,javdb
uncensored?c5=125,https://javdb521.com/tags/uncensored?c5=125,Retro movies,复古,復古,Retro movies,復古,,javdb
western?c2=7,https://javdb521.com/tags/western?c2=7,Riding,骑乘位,騎乘位,Riding,騎乘位,,javdb
western?c2=33,https://javdb521.com/tags/western?c2=33,Rimming,,舔肛,Rimming,舔肛,,javdb
tags?c7=83,https://javdb521.com/tags?c7=83,Risky Mosaic,薄马赛克,薄馬賽克,Risky Mosaic,薄码,,javdb
tags?c5=379,https://javdb521.com/tags?c5=379,Roll your eyes,,白眼失神,Roll your eyes,白眼失神,,javdb
western?c2=84,https://javdb521.com/tags/western?c2=84,Rough Sex,粗暴性爱,粗暴性愛,Rough Sex,粗暴性愛,,javdb
western?c0=284,https://javdb521.com/tags/western?c0=284,Russian,俄国人,俄國人,Russian,俄國人,,javdb
tags?c7=266,https://javdb521.com/tags?c7=266,SF,科幻,科幻,SF,科幻,,jav321;javbus;javdb;javlib
tags?c6=60,https://javdb521.com/tags?c6=60,SM,SM,SM,SM,SM,,avsox;jav321;javbus;javdb;javlib
western?c5=142,https://javdb521.com/tags/western?c5=142,Sailor,,水手,Sailor,水手,,javdb
tags?c3=78,https://javdb521.com/tags?c3=78,Sailor Suit,,水手服,Sailor Suit,水手服,,javdb
tags?c6=350,https://javdb521.com/tags?c6=350,Saliva face licking,,唾液敷面,Saliva face licking,唾液敷面,,javdb
western?c0=199,https://javdb521.com/tags/western?c0=199,Sauna,,桑拿,Sauna,桑拿,,javdb
tags?c6=180,https://javdb521.com/tags?c6=180,Scatology,粪便,糞便,Scatology,粪便,,javdb
western?c4=85,https://javdb521.com/tags/western?c4=85,School,学校,學校,School,學校,,javdb
western?c5=143,https://javdb521.com/tags/western?c5=143,School Girl,女学生,女學生,School Girl,女學生,,javdb
tags?c2=1,https://javdb521.com/tags?c2=1,School Girls,,高中女生,School Girls,高中女生,,javdb
tags?c1=33,https://javdb521.com/tags?c1=33,School Stuff,学校作品,學校作品,School Stuff,学校作品,,javdb
tags?c3=126,https://javdb521.com/tags?c3=126,School Swimsuit,学校泳装,學校泳裝,School Swimsuit,学校泳装,,javdb
tags?c3=154,https://javdb521.com/tags?c3=154,School Uniform,,校服,School Uniform,校服,,javdb
uncensored?c4=145,https://javdb521.com/tags/uncensored?c4=145,School swimsuit,学校泳装,學校泳裝,School swimsuit,学校泳装,,javdb
uncensored?c3=147,https://javdb521.com/tags/uncensored?c3=147,Schoolgirl,女学生,女學生,Schoolgirl,女學生,,javdb
uncensored?c4=144,https://javdb521.com/tags/uncensored?c4=144,Schoolgirl uniforms,女子高生制服,女子高生製服,Schoolgirl uniforms,女子高生製服,,javdb
western?c2=71,https://javdb521.com/tags/western?c2=71,Scissoring,蕾丝剪刀式,蕾絲剪刀式,Scissoring,蕾絲剪刀式,,javdb
tags?c2=108,https://javdb521.com/tags?c2=108,Secretary,秘书,秘書,Secretary,秘书,,javdb
tags?c7=314,https://javdb521.com/tags?c7=314,Sensuality,,感官作品,Sensuality,感官作品,很不直观，但是没明白类型特点，没法翻译,javdb
tags?c1=13,https://javdb521.com/tags?c1=13,Sex,性爱,性愛,Sex,性爱,,javdb
western?c5=89,https://javdb521.com/tags/western?c5=89,Sex Expert,性爱专家,性愛專家,Sex Expert,性愛專家,,javdb
uncensored?c2=32,https://javdb521.com/tags/uncensored?c2=32,Sexual slavery,,性奴,Sexual slavery,性奴,,javdb
tags?c1=258,https://javdb521.com/tags?c1=258,Sexual transformation,性转换·女体化,性轉換·女體化,Sexual transformation,性轉換·女體化,,javdb
tags?c1=200,https://javdb521.com/tags?c1=200,Sexy,,性感的,Sexy,性感的,,javdb
tags?c5=340,https://javdb521.com/tags?c5=340,Shave,,剃毛,Shave,剃毛,,javdb
tags?c4=22,https://javdb521.com/tags?c4=22,Shaved,无毛,無毛,Shaved,无毛,,javdb
uncensored?c5=120,https://javdb521.com/tags/uncensored?c5=120,Shop manager recommended,店长推荐,店長推薦,Shop manager recommended,店長推薦,,javdb
western?c1=286,https://javdb521.com/tags/western?c1=286,Short Hair,短发,短髮,Short Hair,短髮,,javdb
uncensored?c3=93,https://javdb521.com/tags/uncensored?c3=93,Short hair,短发,短髮,Short hair,短髮,,javdb
tags?c1=221,https://javdb521.com/tags?c1=221,Shotacon,,正太控,Shotacon,正太控,,javdb
uncensored?c2=21,https://javdb521.com/tags/uncensored?c2=21,Shower/bathing,,淋浴沐浴,Shower/bathing,淋浴/沐浴,,javdb
tags?c7=285,https://javdb521.com/tags?c7=285,Simulation,模拟,模擬,Simulation,模拟,,javdb
tags?c2=139,https://javdb521.com/tags?c2=139,Sister,,妹妹,Sister,妹妹,,javdb
western?c1=76,https://javdb521.com/tags/western?c1=76,Skinny,,瘦女孩,Skinny,瘦女孩,,javdb
tags?c3=125,https://javdb521.com/tags?c3=125,Skirt,,短裙,Skirt,内衣,,javdb
tags?c1=149,https://javdb521.com/tags?c1=149,Slave,奴隶,奴隸,Slave,奴隶,,javdb
tags?c4=65,https://javdb521.com/tags?c4=65,Slender,苗条,苗條,Slender,苗条,,javdb
tags?c2=48,https://javdb521.com/tags?c2=48,Slut,荡妇,蕩婦,Slut,荡妇,,javdb
western?c1=97,https://javdb521.com/tags/western?c1=97,Small Ass,,小屁股,Small Ass,小屁股,,javdb
western?c1=2,https://javdb521.com/tags/western?c1=2,Small Tits,贫乳,貧乳,Small Tits,貧乳,,javdb
western?c3=99,https://javdb521.com/tags/western?c3=99,Socks,丝袜,絲襪,Socks,絲襪,,javdb
uncensored?c2=19,https://javdb521.com/tags/uncensored?c2=19,Soggy Masturbation,淫荡手淫,淫蕩手淫,Soggy Masturbation,淫蕩手淫,,javdb
western?c5=144,https://javdb521.com/tags/western?c5=144,Soldier Girl,女战士,女戰士,Soldier Girl,女战士,,javdb
tags?c7=28,https://javdb521.com/tags?c7=28,Solowork,单体作品,單體作品,Solowork,單體作品,,javdb
tags?c5=368,https://javdb521.com/tags?c5=368,Spanking,,打屁股,Spanking,打屁股,,javdb
western?c5=145,https://javdb521.com/tags/western?c5=145,Special Agent,特务,特務,Special Agent,特務,,javdb
tags?c7=152,https://javdb521.com/tags?c7=152,Special Effects,,特效,Special Effects,特效,,javdb
tags?c6=179,https://javdb521.com/tags?c6=179,Speculum,鸭嘴,鴨嘴,Speculum,鸭嘴,,javdb
western?c2=22,https://javdb521.com/tags/western?c2=22,Spit Roast,前吞后入,前吞後入,Spit Roast,前吞後入,,javdb
western?c2=79,https://javdb521.com/tags/western?c2=79,Splitter,传教剪刀式,傳教剪刀式,Splitter,傳教剪刀式,,javdb
western?c2=16,https://javdb521.com/tags/western?c2=16,Spooning,侧躺后入,側躺後入,Spooning,側躺後入,,javdb
tags?c1=128,https://javdb521.com/tags?c1=128,Sport,运动,運動,Sport,运动,,javdb
tags?c1=361,https://javdb521.com/tags?c1=361,Sports,运动,運動,Sports,運動,,javdb
uncensored?c4=116,https://javdb521.com/tags/uncensored?c4=116,Sports Cosplay,体育Cosplay,體育Cosplay,Sports Cosplay,體育Cosplay,,javdb
tags?c5=68,https://javdb521.com/tags?c5=68,Squirting,,潮吹,Squirting,潮吹,,javdb
western?c2=30,https://javdb521.com/tags/western?c2=30,Standing Doggystyle,,站立背入式,Standing Doggystyle,站立背入式,,javdb
uncensored?c2=39,https://javdb521.com/tags/uncensored?c2=39,Standing style,,站立性交,Standing style,站立性交,,javdb
western?c5=192,https://javdb521.com/tags/western?c5=192,Stepdaughter,继女,繼女,Stepdaughter,繼女,,javdb
tags?c2=16,https://javdb521.com/tags?c2=16,Stepmother,,婆婆,Stepmother,婆婆,,javdb
tags?c3=203,https://javdb521.com/tags?c3=203,Stewardess,,空中小姐,Stewardess,空姐,,javdb
western?c3=56,https://javdb521.com/tags/western?c3=56,Stockings,丝袜,絲襪,Stockings,絲襪,,javdb
uncensored?c3=61,https://javdb521.com/tags/uncensored?c3=61,Strap-M man Trombone,,M男,Strap-M man Trombone,M男,,javdb
western?c2=169,https://javdb521.com/tags/western?c2=169,Stripper,脱衣舞,脫衣舞,Stripper,脫衣舞,,javdb
tags?c7=148,https://javdb521.com/tags?c7=148,Subjectivity,主观视角,主觀視角,Subjectivity,主观视角,,javdb
tags?c1=63,https://javdb521.com/tags?c1=63,Submissive Men,,M男,Submissive Men,M男,,javdb
western?c3=153,https://javdb521.com/tags/western?c3=153,Sun Glasses,太阳镜,太陽鏡,Sun Glasses,太陽鏡,,javdb
tags?c1=206,https://javdb521.com/tags?c1=206,Sun tan,晒黑,曬黑,Sun tan,晒黑,,javdb
uncensored?c3=76,https://javdb521.com/tags/uncensored?c3=76,"Suntan, dark complexion",晒黑,曬黑,"Suntan, dark complexion",晒黑,,javdb
western?c3=59,https://javdb521.com/tags/western?c3=59,Suspenders,吊带,吊帶,Suspenders,吊帶,,javdb
tags?c7=296,https://javdb521.com/tags?c7=296,Suspense,悬疑,懸疑,Suspense,悬疑,,javdb
western?c2=120,https://javdb521.com/tags/western?c2=120,Swallow,,吞精,Swallow,吞精,,javdb
tags?c1=160,https://javdb521.com/tags?c1=160,Sweat,,流汗,Sweat,流汗,,javdb
tags?c3=84,https://javdb521.com/tags?c3=84,Swimsuit,泳装,泳裝,Swimsuit,泳装,,javdb
western?c2=72,https://javdb521.com/tags/western?c2=72,Sybian,电动马鞍,電動馬鞍,Sybian,電動馬鞍,,javdb
tags?c1=323,https://javdb521.com/tags?c1=323,Talent,天赋,天賦,Talent,,仅有一部影片，而且很难从字面理解,javdb
tags?c4=62,https://javdb521.com/tags?c4=62,Tall,,高挑,Tall,高,,javdb
uncensored?c3=92,https://javdb521.com/tags/uncensored?c3=92,Tall girl,,高挑身材,Tall girl,高挑身材,,javdb
western?c1=67,https://javdb521.com/tags/western?c1=67,Tan Lines,晒痕,曬痕,Tan Lines,曬痕,,javdb
western?c3=148,https://javdb521.com/tags/western?c3=148,Tank Top,,背心,Tank Top,背心,,javdb
western?c1=96,https://javdb521.com/tags/western?c1=96,Tanned Skin,晒黑皮肤,曬黑皮膚,Tanned Skin,曬黑皮膚,,javdb
western?c1=122,https://javdb521.com/tags/western?c1=122,Tattoo/Piercing,纹身/穿孔,紋身/穿孔,Tattoo/Piercing,紋身/穿孔,,javdb
tags?c1=344,https://javdb521.com/tags?c1=344,Tattoos,刺青纹身,刺青紋身,Tattoos,刺青纹身,,javdb
western?c5=146,https://javdb521.com/tags/western?c5=146,Teacher,老师,老師,Teacher,老師,,javdb
western?c5=69,https://javdb521.com/tags/western?c5=69,Teen,,少女,Teen,少女,,javdb
tags?c1=234,https://javdb521.com/tags?c1=234,Tentacle,触手,觸手,Tentacle,触手,,javdb
western?c0=186,https://javdb521.com/tags/western?c0=186,Thanksgiving,感恩节,感恩節,Thanksgiving,感恩節,,javdb
western?c2=8,https://javdb521.com/tags/western?c2=8,The Hanging Garden,,站立抽插,The Hanging Garden,站立抽插,,javdb
western?c4=182,https://javdb521.com/tags/western?c4=182,Theater,剧院,劇院,Theater,劇院,,javdb
western?c2=20,https://javdb521.com/tags/western?c2=20,Threesome,,3P,Threesome,3P,,javdb
uncensored?c2=37,https://javdb521.com/tags/uncensored?c2=37,Tied turtle,龟甲捆绑,龜甲捆綁,Tied turtle,龟甲捆绑,,javdb
uncensored?c2=14,https://javdb521.com/tags/uncensored?c2=14,Tied up,捆绑,捆綁,Tied up,捆绑,,javdb
uncensored?c3=78,https://javdb521.com/tags/uncensored?c3=78,Tiny tits,贫乳,貧乳,Tiny tits,貧乳,,javdb
tags?c4=146,https://javdb521.com/tags?c4=146,Tits,,平胸,Tits,平胸,,javdb
tags?c5=14,https://javdb521.com/tags?c5=14,Titty Fuck,,乳交,Titty Fuck,乳交,,javdb
tags?c7=325,https://javdb521.com/tags?c7=325,Touch Typing,触摸打字,觸摸打字,Touch Typing,触摸打字,,javdb
tags?c6=50,https://javdb521.com/tags?c6=50,Toy,,玩具,Toy,玩具,,javdb
tags?c6=94,https://javdb521.com/tags?c6=94,Training,调教,調教,Training,调教,,javdb
uncensored?c4=104,https://javdb521.com/tags/uncensored?c4=104,Transparent wet,湿透,濕透,Transparent wet,濕透,,javdb
uncensored?c3=94,https://javdb521.com/tags/uncensored?c3=94,Transsexual,变性人,變性人,Transsexual,變性人,,javdb
uncensored?c2=139,https://javdb521.com/tags/uncensored?c2=139,Travel,,旅行,Travel,旅行,,javdb
western?c1=103,https://javdb521.com/tags/western?c1=103,Trimmed Pussy,修剪的阴毛,修剪的陰毛,Trimmed Pussy,修剪的陰毛,,javdb
tags?c1=249,https://javdb521.com/tags?c1=249,Tsundere,蛮横娇羞,蠻橫嬌羞,Tsundere,蛮横娇羞,,javdb
uncensored?c2=26,https://javdb521.com/tags/uncensored?c2=26,Turkish bath,,泡泡浴,Turkish bath,泡泡浴,,javdb
tags?c2=136,https://javdb521.com/tags?c2=136,Tutor,,家教,Tutor,家教,,javdb
uncensored-gre062,https://www.busfan.club/uncensored/genre/gre062,Tバック、まんぐり返し,丁字裤,丁字褲,Tバック、まんぐり返し,丁字褲,,avsox;javbus
a4aq,https://www.b49t.com/cn/vl_genre.php?g=a4aq,UMD,UMD,UMD,UMD,UMD,,javlib
tags?c7=254,https://javdb521.com/tags?c7=254,US/EU Porn,,西洋片,US/EU Porn,西洋片,,javdb
tags?c4=217,https://javdb521.com/tags?c4=217,Ultra-Huge Tits,,超乳,Ultra-Huge Tits,超乳,,javdb
tags?c7=348,https://javdb521.com/tags?c7=348,Uncensored Crack,无码破解,無碼破解,Uncensored Crack,無碼破解,,javdb
tags?c7=345,https://javdb521.com/tags?c7=345,Uncensored Leak,无码流出,無碼流出,Uncensored Leak,无码流出,,javdb
tags?c6=225,https://javdb521.com/tags?c6=225,Undressing,脱衣,脫衣,Undressing,脱衣,,javdb
tags?c3=58,https://javdb521.com/tags?c3=58,Uniform,制服,制服,Uniform,制服,,javdb
tags?c6=315,https://javdb521.com/tags?c6=315,Urethral Cathing,导尿,導尿,Urethral Cathing,导尿,,javdb
tags?c5=42,https://javdb521.com/tags?c5=42,Urination,,放尿,Urination,放尿,,javdb
tags?c7=87,https://javdb521.com/tags?c7=87,User Submission,,投稿,User Submission,投稿,,javdb
aycq,https://www.b49t.com/cn/vl_genre.php?g=aycq,VHS,VHS,VHS,VHS,VHS,,javlib
uncensored-16,https://www.busfan.club/uncensored/genre/16,VIP,VIP,VIP,VIP,VIP,,avsox;javbus
tags?c7=212,https://javdb521.com/tags?c7=212,VR,VR,VR,VR,VR,,javbus;javdb;javlib
7x,https://www.busfan.club/genre/7x,VR専用,,VR専用,VR,VR,,javbus
tags?c7=351,https://javdb521.com/tags?c7=351,Variety Show,综艺,綜藝,Variety Show,綜藝,,javdb
tags?c2=47,https://javdb521.com/tags?c2=47,Various Professions,各种职业,各種職業,Various Professions,各种职业,,javdb
tags?c6=76,https://javdb521.com/tags?c6=76,Vibe,,按摩棒,Vibe,按摩棒,,javdb
tags?c1=7,https://javdb521.com/tags?c1=7,Virgin,处女,處女,Virgin,处女,,javdb
tags?c1=187,https://javdb521.com/tags?c1=187,Virgin Man,处男,處男,Virgin Man,处男,,javdb
western?c1=91,https://javdb521.com/tags/western?c1=91,Voluptuous,丰满,豐滿,Voluptuous,豐滿,,javdb
tags?c1=145,https://javdb521.com/tags?c1=145,Voyeur,偷窥,偷窺,Voyeur,偷窥,,javdb
uncensored?c2=138,https://javdb521.com/tags/uncensored?c2=138,Voyeurism,偷窥,偷窺,Voyeurism,偷窥,,javdb
7d,https://www.busfan.club/genre/7d,Vシネマ,非戏院首映,Vシネマ,Vシネマ,非戏院首映,指直接面向公众发行，而不先走影院或者广播电视途径的电影 https://en.wikipedia.org/wiki/Direct-to-video,jav321;javbus
western?c5=147,https://javdb521.com/tags/western?c5=147,Waitress,女服务员,女服務員,Waitress,女服務員,,javdb
western?c2=48,https://javdb521.com/tags/western?c2=48,Watching,旁观,旁觀,Watching,旁觀,,javdb
western?c0=106,https://javdb521.com/tags/western?c0=106,Wedding,婚礼,婚禮,Wedding,婚禮,,javdb
uncensored?c4=101,https://javdb521.com/tags/uncensored?c4=101,Wedding dress,婚纱礼服,婚紗禮服,Wedding dress,婚紗禮服,,javdb
uncensored?c4=109,https://javdb521.com/tags/uncensored?c4=109,Western fashion,西方时,西方時,Western fashion,西方時,,javdb
tags?c1=387,https://javdb521.com/tags?c1=387,Wet body,湿身,濕身,Wet body,濕身,,javdb
tags?c2=6,https://javdb521.com/tags?c2=6,White Actress,,白人,White Actress,白人,,javdb
tags?c2=140,https://javdb521.com/tags?c2=140,Widow,寡妇,寡婦,Widow,寡妇,,javdb
western?c5=127,https://javdb521.com/tags/western?c5=127,Wife,,妻子,Wife,妻子,,javdb
western?c2=173,https://javdb521.com/tags/western?c2=173,Wife Swap,换妻,換妻,Wife Swap,換妻,,javdb
uncensored?c4=103,https://javdb521.com/tags/uncensored?c4=103,Woman doctor,女医生,女醫生,Woman doctor,女医生,,javdb
western?c0=189,https://javdb521.com/tags/western?c0=189,Yoga,,瑜伽,Yoga,瑜伽,,javdb
tags?c5=378,https://javdb521.com/tags?c5=378,Yoga·Fitness,,瑜伽·健身,Yoga·Fitness,瑜伽·健身,,javdb
tags?c2=246,https://javdb521.com/tags?c2=246,Young Gals,年轻女孩,年輕女孩,Young Gals,年轻女孩,,javdb
uncensored?c3=292,https://javdb521.com/tags/uncensored?c3=292,Young wife,,幼妻,Young wife,幼妻,,javdb
tags?c3=143,https://javdb521.com/tags?c3=143,Yukata,,浴衣,Yukata,浴衣,,javdb
tags?c3=358,https://javdb521.com/tags?c3=358,boots,,靴子,boots,靴子,,javdb
uncensored?c2=27,https://javdb521.com/tags/uncensored?c2=27,dance,,跳舞,dance,跳舞,,javdb
tags?c5=373,https://javdb521.com/tags?c5=373,dating,约会,約會,dating,約會,,javdb
uncensored?c2=12,https://javdb521.com/tags/uncensored?c2=12,lesbian,女同性恋,女同性戀,lesbian,女同性恋,,javdb
a4zq,https://www.b49t.com/cn/vl_genre.php?g=a4zq,microSD,MicroSD,MicroSD,MicroSD,MicroSD,,javlib
western?c3=151,https://javdb521.com/tags/western?c3=151,shorts,短裤,短褲,shorts,短褲,,javdb
tags?c6=389,https://javdb521.com/tags?c6=389,stand-back,站立后入,站立後入,stand-back,站立後入,,javdb
uncensored?c2=45,https://javdb521.com/tags/uncensored?c2=45,vibrator,,跳,vibrator,跳,,javdb
uncensored?c5=132,https://javdb521.com/tags/uncensored?c5=132,★ week No. 1 Winning Movies,周排名第一的作品,週排名第一的作品,★ week No. 1 Winning Movies,週排名第一的作品,,javdb
uncensored-10q,https://www.busfan.club/uncensored/genre/10q,うんち,大便,大便,うんち,大便,,avsox;javbus
uncensored-1cu,https://www.busfan.club/uncensored/genre/1cu,おしとやか・何でもイイナリ,顺从,順從,Quiet / Obedient,順從,,avsox;javbus
14,https://www.busfan.club/genre/14,おもちゃ,玩具,玩具,Sex Toys,玩具,,avsox;jav321;javbus;javlib
2w,https://www.busfan.club/genre/2w,お姉さん,姐姐,姐姐,Older Sister,姐姐,,avsox;jav321;javbus;javlib
5i,https://www.busfan.club/genre/5i,お姫様,公主,公主,Princess,公主,,jav321;javbus;javlib
f0,https://www.busfan.club/genre/f0,お婆ちゃん,奶奶,お婆ちゃん,お婆ちゃん,外婆,,avsox;javbus
mu,https://www.b49t.com/cn/vl_genre.php?g=mu,お嬢様,大小姐,大小姐,Miss,大小姐,,javlib
2b,https://www.busfan.club/genre/2b,お嬢様・令嬢,大小姐,千金小姐,Princess & Mademoiselle,大小姐,与其他站点的翻译保持一致,jav321;javbus
uncensored-qm,https://www.busfan.club/uncensored/genre/qm,お客,客人,客人,お客,客人,,avsox;javbus
uncensored-zc,https://www.busfan.club/uncensored/genre/zc,お尻,屁股,屁股,お尻,屁股,,avsox;javbus
1k,https://www.busfan.club/genre/1k,お母さん,母亲,母親,MILF,母亲,,jav321;javbus;javlib
eu,https://www.busfan.club/genre/eu,お爺ちゃん,高龄男,お爺ちゃん,お爺ちゃん,爷爷,,javbus;javlib
er,https://www.busfan.club/genre/er,お風呂,洗澡,お風呂,お風呂,浴室,,javbus;javlib
4e,https://www.busfan.club/genre/4e,くすぐり,瘙痒,瘙癢,Tickling,瘙痒,,jav321;javbus
56,https://www.busfan.club/genre/56,くノ一,女忍者,女忍者,Female Ninja,女忍者,,jav321;javbus;javlib
u,https://www.busfan.club/genre/u,ごっくん,吞精,吞精,Cum Swallowing,吞精,,avsox;jav321;javbus;javlib
uncensored-pk,https://www.busfan.club/uncensored/genre/pk,ご近所,邻居,鄰居,ご近所,鄰居,,avsox;javbus
39,https://www.busfan.club/genre/39,そっくりさん,明星脸,明星臉,Lookalike,明星脸,,avsox;jav321;javbus;javlib
2y,https://www.busfan.club/genre/2y,その他,其他,其他,Others,其他,,jav321;javbus
1y,https://www.busfan.club/genre/1y,その他フェチ,其他恋物癖,其他戀物癖,Other Fetishes,其他恋物癖,,jav321;javbus;javlib
aqca,https://www.b49t.com/cn/vl_genre.php?g=aqca,その他学生,其他学生,其他學生,Other Students,其他学生,,javlib
uncensored-gre140,https://www.busfan.club/uncensored/genre/gre140,のぞき,偷窥,偷窺,のぞき,偷窺,,avsox;javbus
3d,https://www.busfan.club/genre/3d,ふたなり,双性人,雙性人,Hermaphrodite,双性人,,jav321;javbus;javlib
n,https://www.busfan.club/genre/n,ぶっかけ,颜射,顏射,BUKKAKE,颜射,,jav321;javbus;javlib
uncensored-gre066,https://www.busfan.club/uncensored/genre/gre066,ぽっちゃり,丰满,豐滿,ぽっちゃり,豐滿,,avsox;jav321;javbus;javlib
8,https://www.busfan.club/genre/8,めがね,眼镜,眼鏡,Glasses,眼镜,,avsox;jav321;javbus;javlib
uncensored-1y,https://www.busfan.club/uncensored/genre/1y,アイドル,偶像,偶像,アイドル,偶像,,avsox;javbus;javlib
1u,https://www.busfan.club/genre/1u,アイドル・芸能人,偶像艺人,偶像藝人,Idol & Celebrity,偶像艺人,,jav321;javbus
7g,https://www.busfan.club/genre/7g,アクション,行动,アクション,Action,特摄片,直译应为'动作片'，实际上这个系列主要是各种装扮的正义女英雄打击坏人/怪物，翻译为'特摄片'感觉更准确,jav321;javbus;javlib
4h,https://www.busfan.club/genre/4h,アクション・格闘,格斗家,格鬥家,Action & Fighting,格斗家,,jav321;javbus
a5ba,https://www.b49t.com/cn/vl_genre.php?g=a5ba,アクション格闘,战斗行动,戰鬥行動,Fighting Action,战斗行动,,javlib
uncensored-gre108,https://www.busfan.club/uncensored/genre/gre108,アクメ,高潮,高潮,アクメ,高潮,,avsox;javbus
e3,https://www.busfan.club/genre/e3,アクメ・オーガズム,极致·性高潮,アクメ・オーガズム,アクメ・オーガズム,绝顶高潮,,javbus;javlib
azba,https://www.b49t.com/cn/vl_genre.php?g=azba,アジア,亚洲,亞洲,Asian,亚洲,,javlib
5f,https://www.busfan.club/genre/5f,アジア女優,亚洲女演员,亞洲女演員,Asian Actress,亚洲女演员,,jav321;javbus;javlib
dy,https://www.busfan.club/genre/dy,アスリート,,アスリート,アスリート,运动员,,javbus
uncensored-gre155,https://www.busfan.club/uncensored/genre/gre155,アスリート系,运动系,運動系,Athlete,運動系,,javbus
a4eq,https://www.b49t.com/cn/vl_genre.php?g=a4eq,アダルトアニメ,成人动漫,成人動漫,Adult Anime,成人动漫,,javlib
arhq,https://www.b49t.com/cn/vl_genre.php?g=arhq,アドベンチャー,冒险,冒險,Adventure,冒险,,javlib
r,https://www.busfan.club/genre/r,アナル,肛门,肛交,Anal,肛交,,avsox;jav321;javbus;javlib
uncensored-gre110,https://www.busfan.club/uncensored/genre/gre110,アナルなめ,舔肛,舔肛,アナルなめ,舔肛,,avsox;javbus
6m,https://www.busfan.club/genre/6m,アナルセックス,肛内中出,肛内中出,AF,肛内中出,,jav321;javbus
uncensored-gre102,https://www.busfan.club/uncensored/genre/gre102,アナルバック,肛交,肛交,アナルバック,肛交,,avsox;javbus
uncensored-gre109,https://www.busfan.club/uncensored/genre/gre109,アナルマンコ同時挿入,二穴同入,二穴同入,two-hole insertion,二穴同入,,avsox;javbus
uncensored-kv,https://www.busfan.club/uncensored/genre/kv,アナル中出し,肛射,肛射,Anal Creampie,肛射,,avsox;javbus
uncensored-12x,https://www.busfan.club/uncensored/genre/12x,アナル処女強奪,首次肛交,首次肛交,Anal virgin,首次肛交,,avsox;javbus
uncensored-gre113,https://www.busfan.club/uncensored/genre/gre113,アナル玩弄,玩弄肛门,玩弄肛門,Anal toying,玩弄肛門,,avsox;javbus
7f,https://www.busfan.club/genre/7f,アニメ,动漫,アニメ,Anime,日漫,,jav321;javbus
64,https://www.busfan.club/genre/64,アニメキャラクター,动画人物,動畫人物,Anime Character,动画人物,,javbus;javlib
uncensored-gre138,https://www.busfan.club/uncensored/genre/gre138,アパート,公寓,公寓,アパート,公寓,,avsox;javbus
uncensored-gc,https://www.busfan.club/uncensored/genre/gc,アンケート,问卷,問卷,アンケート,問卷,,avsox;javbus
3v,https://www.busfan.club/genre/3v,イタズラ,恶作剧,惡作劇,Pranks,恶作剧,,jav321;javbus;javlib
ayiq,https://www.b49t.com/cn/vl_genre.php?g=ayiq,イメクラ,形象俱乐部,形象俱樂部,Image Club,形象俱乐部,,javlib
48,https://www.busfan.club/genre/48,イメージビデオ,介绍影片,介紹影片,Idol Video,介绍影片,,jav321;javbus;javlib
7h,https://www.busfan.club/genre/7h,イメージビデオ（男性）,,イメージビデオ（男性）,Pretty Boy,,这个分类只有一部影片，而且你应该不会对它感兴趣。。。好奇的自己去看吧。。。,javbus
uncensored-gre121,https://www.busfan.club/uncensored/genre/gre121,イラマチオ,深喉,凌辱,Iramatio,凌辱,,avsox;jav321;javbus;javlib
4s,https://www.busfan.club/genre/4s,インストラクター,讲师,講師,Instructor,讲师,,avsox;jav321;javbus;javlib
a4ja,https://www.b49t.com/cn/vl_genre.php?g=a4ja,インタビュー,访问,訪問,Interview,访问,,javlib
o,https://www.busfan.club/genre/o,インディーズ,独立制作,獨立製作,Independent,独立制作,,jav321;javbus;javlib
7,https://www.busfan.club/genre/7,ウェイトレス,服务生,服務生,Waitress,服务生,,jav321;javbus;javlib
uncensored-8i,https://www.busfan.club/uncensored/genre/8i,ウェディング,婚礼,婚禮,ウェディング,婚禮,,avsox;javbus
44,https://www.busfan.club/genre/44,エステ,美容院,美容院,Massage Parlor,美容院,,jav321;javbus;javlib
uncensored-8d,https://www.busfan.club/uncensored/genre/8d,エステティシャン,美容师,美容師,エステティシャン,美容師,,avsox;javbus
uncensored-gre056,https://www.busfan.club/uncensored/genre/gre056,エプロン,围裙,圍裙,エプロン,圍裙,,avsox;javbus
f4,https://www.busfan.club/genre/f4,エマニエル,,エマニエル,エマニエル,,'エマニエル'实际上是片商，主要出人妻、熟女向影片。嗯，片商就该待在自己的标签studio里，不要赖在genre里,javbus
uncensored-5e,https://www.busfan.club/uncensored/genre/5e,エレベーター,电梯,電梯,エレベーター,電梯,,avsox;javbus
